Time (seconds),Acceleration (Frontal) [G],Acceleration (Vertical) [G],Acceleration (Lateral) [G],Sensor ID,RSSI (Received Signal Strength Indicator),Phase,Frequency,Activity Label,Room
165.5,0.55344,0.88191,0.11175,2,-57.5,5.7248,923.75,2,S1
166.25,0.55344,0.88191,0.11175,2,-58.0,5.9488,922.75,2,S1
166.75,0.55344,0.88191,0.11175,2,-59.0,6.2387,921.75,2,S1
168.25,0.55344,0.85894,0.12315,2,-59.0,0.2255,921.25,2,S1
169.0,0.55344,0.85894,0.12315,2,-59.0,0.37736,920.75,2,S1
169.75,0.55344,0.85894,0.12315,2,-57.0,5.4487,924.25,2,S1
170.5,0.55344,0.85894,0.12315,2,-56.5,5.2293,924.75,2,S1
171.25,0.55344,0.85894,0.12315,2,-56.5,4.9578,925.25,2,S1
172.0,0.55344,0.85894,0.12315,2,-56.5,4.6878,925.75,2,S1
172.75,0.55344,0.85894,0.12315,2,-60.0,0.39577,920.25,2,S1
174.75,0.55344,0.89339,0.12315,2,-57.0,5.3367,924.25,2,S1
175.5,0.55344,0.89339,0.12315,2,-57.0,5.1174,924.75,2,S1
176.0,0.55344,0.89339,0.12315,2,-56.5,4.9732,925.25,2,S1
178.5,0.60034,0.87042,0.13456,2,-57.0,4.9793,925.25,2,S1
179.25,0.60034,0.87042,0.13456,2,-56.5,4.7538,925.75,2,S1
179.75,0.60034,0.87042,0.13456,2,-57.5,5.7325,923.25,2,S1
180.25,0.60034,0.87042,0.13456,2,-56.5,5.1235,924.75,2,S1
181.0,0.60034,0.87042,0.13456,2,-56.0,4.9839,925.25,2,S1
181.5,0.60034,0.87042,0.13456,2,-58.5,0.021476,921.75,2,S1
182.75,0.56517,0.85894,0.14596,2,-56.0,5.1128,924.75,2,S1
183.25,0.56517,0.85894,0.14596,2,-56.5,4.8474,925.25,2,S1
183.75,0.56517,0.85894,0.14596,2,-58.5,6.2203,921.75,2,S1
184.25,0.56517,0.85894,0.14596,2,-56.5,5.2953,924.25,2,S1
185.0,0.56517,0.85894,0.14596,2,-57.0,5.4886,923.75,2,S1
186.25,0.64724,0.84746,0.19157,2,-58.0,6.0516,922.25,2,S1
187.03,0.64724,0.84746,0.19157,2,-56.5,5.2999,924.25,2,S1
187.53,0.64724,0.84746,0.19157,2,-56.5,5.122,924.75,2,S1
189.5,0.65897,0.83597,0.16876,2,-59.5,0.43105,920.25,2,S1
190.5,0.65897,0.83597,0.16876,2,-57.5,5.9564,922.75,2,S1
191.0,0.65897,0.83597,0.16876,2,-59.0,6.2126,921.75,2,S1
191.75,0.65897,0.83597,0.16876,2,-57.0,5.3244,924.25,2,S1
192.5,0.65897,0.83597,0.16876,2,-56.5,5.0499,924.75,2,S1
194.0,0.62379,0.84746,0.13456,2,-57.5,5.2677,924.25,2,S1
194.5,0.62379,0.84746,0.13456,2,-57.0,5.6358,923.25,2,S1
195.0,0.62379,0.84746,0.13456,2,-56.0,4.9931,924.75,2,S1
195.5,0.62379,0.84746,0.13456,2,-56.0,4.8689,925.25,2,S1
196.03,0.62379,0.84746,0.13456,2,-58.0,6.1865,922.25,2,S1
197.5,0.67069,0.85894,0.16876,2,-60.0,0.13039,921.25,2,S1
199.0,0.67069,0.85894,0.16876,2,-57.0,5.418,924.25,2,S1
201.0,0.62379,0.82449,0.18017,2,-58.0,0.044485,921.75,2,S1
201.25,0.62379,0.82449,0.18017,2,-56.0,4.671,925.75,2,S1
201.75,0.62379,0.82449,0.18017,2,-57.0,5.7908,923.25,2,S1
202.25,0.62379,0.82449,0.18017,2,-56.0,5.1726,924.75,2,S1
208.5,0.77622,0.76708,0.23718,2,-57.0,4.8136,925.75,2,S1
209.5,0.77622,0.76708,0.23718,2,-57.0,5.2155,924.75,2,S1
210.75,0.77622,0.76708,0.23718,2,-59.0,6.1375,922.25,2,S1
211.25,0.77622,0.76708,0.23718,2,-58.0,5.5776,923.25,2,S1
213.5,0.47136,0.91636,0.066138,2,-54.5,4.5943,925.75,2,S1
216.78,0.51826,0.90487,0.12315,2,-57.5,5.1542,924.75,2,S1
218.25,0.51826,0.90487,0.12315,2,-57.0,4.8965,925.75,2,S1
221.25,0.51826,0.90487,0.12315,2,-61.5,0.46173,920.25,2,S1
226.53,0.75277,0.80152,0.22578,2,-57.5,5.2953,924.75,2,S1
228.0,0.75277,0.80152,0.22578,2,-57.5,4.7431,925.75,2,S1
231.5,0.75277,0.80152,0.22578,2,-61.0,0.12732,921.25,2,S1
233.75,0.75277,0.80152,0.22578,2,-57.5,5.3551,924.75,2,S1
239.25,-0.0093803,1.0656,0.25999,2,-50.5,4.9164,922.75,4,S1
239.28,0.0023451,0.65224,0.15736,2,-47.0,5.6619,925.25,4,S1
239.5,0.38928,0.97377,0.13456,2,-51.5,5.9058,920.75,4,S1
239.58,0.38928,0.97377,0.13456,3,-68.5,0.39884,920.75,4,S1
240.25,0.41273,0.99674,0.088944,2,-56.5,4.1003,925.75,4,S1
315.0,0.43619,0.35368,0.94417,3,-58.5,2.1,925.25,3,S1
319.75,0.43619,0.35368,0.94417,4,-61.5,3.4699,925.25,3,S1
326.25,0.61207,-0.33531,0.97838,3,-59.0,2.3317,924.75,3,S1
328.0,0.61207,-0.33531,0.97838,4,-60.5,4.4041,924.25,3,S1
0.0,0.60034,0.83597,0.12315,4,-56.0,5.7984,925.75,1,S1
0.025,0.60034,0.83597,0.12315,4,-56.0,4.2261,924.25,1,S1
0.5,0.60034,0.83597,0.12315,4,-56.5,5.2217,923.25,1,S1
0.75,0.60034,0.83597,0.12315,4,-56.5,4.5943,923.75,1,S1
1.0,0.60034,0.83597,0.12315,4,-56.0,3.6447,924.75,1,S1
1.05,0.60034,0.83597,0.12315,4,-58.5,0.81454,921.25,1,S1
1.5,0.60034,0.83597,0.12315,4,-56.5,6.2663,925.25,1,S1
2.25,0.62379,0.84746,0.14596,4,-56.5,5.8107,925.75,1,S1
2.5,0.62379,0.84746,0.14596,4,-56.5,4.2905,924.25,1,S1
2.75,0.62379,0.84746,0.14596,4,-57.0,5.2155,923.25,1,S1
3.25,0.62379,0.84746,0.14596,4,-56.5,4.7339,923.75,1,S1
3.5,0.62379,0.84746,0.14596,1,-65.0,6.1712,921.25,1,S1
4.5,0.61207,0.87042,0.13456,4,-57.5,6.096,922.25,1,S1
5.0,0.61207,0.87042,0.13456,4,-56.5,5.7923,925.75,1,S1
5.075,0.61207,0.87042,0.13456,4,-56.0,4.2215,924.25,1,S1
5.75,0.61207,0.87042,0.13456,4,-57.0,4.6924,923.75,1,S1
6.25,0.49481,0.91636,0.066138,4,-57.5,5.5714,922.75,1,S1
6.75,0.49481,0.91636,0.066138,1,-64.5,5.6773,921.75,1,S1
7.25,0.49481,0.91636,0.066138,4,-56.0,5.7754,925.75,1,S1
7.5,0.49481,0.91636,0.066138,4,-56.0,4.1786,924.25,1,S1
7.75,0.49481,0.91636,0.066138,1,-62.5,1.1996,923.25,1,S1
8.25,0.49481,0.91636,0.066138,4,-56.0,0.32674,924.75,1,S1
9.25,0.64724,0.84746,0.12315,4,-58.5,0.076699,921.75,1,S1
9.75,0.64724,0.84746,0.12315,1,-61.5,5.2631,925.75,1,S1
10.0,0.64724,0.84746,0.12315,4,-57.0,4.3657,923.25,1,S1
10.5,0.64724,0.84746,0.12315,4,-57.0,0.76852,923.75,1,S1
12.0,0.69414,0.80152,0.12315,1,-65.5,2.1997,922.25,1,S1
12.5,0.69414,0.80152,0.12315,4,-56.0,3.9837,924.25,1,S1
13.5,0.65897,0.83597,0.15736,4,-57.5,5.441,922.75,1,S1
13.75,0.65897,0.83597,0.15736,4,-56.0,0.0061359,925.25,1,S1
14.25,0.65897,0.83597,0.15736,4,-58.0,6.1497,922.25,1,S1
14.75,0.65897,0.83597,0.15736,4,-56.0,5.6865,925.75,1,S1
15.0,0.65897,0.83597,0.15736,4,-56.5,5.168,923.25,1,S1
15.5,0.65897,0.83597,0.15736,1,-63.0,1.1566,923.75,1,S1
16.5,0.72932,0.79004,0.14596,4,-59.0,0.18868,921.75,1,S1
17.0,0.72932,0.79004,0.14596,4,-56.0,2.5756,925.75,1,S1
17.25,0.72932,0.79004,0.14596,4,-56.5,4.0957,924.25,1,S1
17.75,0.72932,0.79004,0.14596,4,-56.5,4.4915,923.75,1,S1
18.25,0.72932,0.79004,0.14596,4,-57.5,5.484,922.75,1,S1
19.25,0.64724,0.85894,0.10035,1,-65.0,2.3347,922.25,1,S1
20.25,0.64724,0.85894,0.10035,1,-62.5,1.06,923.75,1,S1
21.25,0.56517,0.88191,0.066138,4,-56.5,5.9304,925.25,1,S1
22.5,0.56517,0.88191,0.066138,4,-60.5,5.1879,920.25,1,S1
22.75,0.56517,0.88191,0.066138,3,-56.5,0.67495,923.75,1,S1
23.5,0.72932,0.10105,0.79593,4,-56.0,5.2616,925.25,3,S1
24.0,0.7645,-0.25493,0.6933,4,-56.5,6.1022,921.75,3,S1
24.075,0.7645,-0.25493,0.6933,3,-59.0,0.60592,922.25,3,S1
24.75,0.7645,-0.25493,0.6933,3,-61.5,6.1881,923.25,3,S1
75.5,0.56517,-0.31234,0.89856,4,-59.5,5.5515,924.25,3,S1
78.0,0.56517,-0.31234,0.89856,3,-59.0,1.9343,925.75,3,S1
79.5,0.56517,-0.31234,0.89856,3,-64.0,4.6449,920.75,3,S1
87.0,0.60034,-0.32383,0.92136,4,-62.5,2.2381,920.75,3,S1
88.5,0.60034,-0.32383,0.92136,3,-59.5,5.6589,924.75,3,S1
97.5,0.55344,-0.28938,0.86435,4,-60.5,2.1798,924.25,3,S1
100.75,0.55344,-0.28938,0.86435,4,-59.5,4.9317,924.75,3,S1
102.25,0.55344,-0.28938,0.86435,4,-59.5,3.95,925.75,3,S1
106.0,0.60034,-0.28938,0.81874,3,-64.0,1.2241,921.25,3,S1
107.5,0.60034,-0.28938,0.81874,1,-64.5,0.65348,923.25,3,S1
220.0,-0.15009,1.0771,0.14596,2,-56.5,4.7032,923.75,4,S1
220.25,-0.15009,1.0771,0.14596,2,-55.0,2.1921,924.75,2,S1
221.5,-0.15009,1.0771,0.14596,2,-58.5,0.82988,924.25,2,S1
0.0,0.88175,0.74411,0.19157,4,-57.5,5.935,923.25,1,S1
0.75,0.88175,0.74411,0.19157,1,-61.0,4.6786,924.75,1,S1
2.0,0.88175,0.74411,0.19157,1,-59.5,3.6693,925.75,1,S1
2.5,0.57689,0.85894,0.054735,4,-58.0,5.8828,923.25,1,S1
3.0,0.57689,0.85894,0.054735,4,-56.5,1.3852,924.75,1,S1
4.75,0.69414,0.80152,0.11175,4,-56.5,1.8776,924.25,1,S1
6.0,0.84658,0.74411,0.16876,1,-58.5,4.1709,925.25,1,S1
6.75,0.84658,0.74411,0.16876,4,-59.0,0.50928,922.25,1,S1
7.0,0.84658,0.74411,0.16876,4,-56.5,0.10584,925.75,1,S1
7.75,0.84658,0.74411,0.16876,1,-61.0,5.5361,923.75,1,S1
8.5,0.68242,0.81301,0.077541,4,-56.5,0.64887,925.25,1,S1
9.25,0.68242,0.81301,0.077541,1,-59.0,3.6417,925.75,1,S1
10.0,0.68242,0.81301,0.077541,4,-57.5,2.1016,923.75,1,S1
10.75,0.68242,0.81301,0.077541,1,-61.5,6.073,922.75,1,S1
11.75,0.61207,0.84746,0.054735,1,-59.5,3.5864,925.75,1,S1
12.25,0.61207,0.84746,0.054735,4,-58.0,2.5142,923.25,1,S1
12.75,0.61207,0.84746,0.054735,4,-56.5,1.014,924.75,1,S1
13.25,0.61207,0.84746,0.054735,1,-59.5,4.0068,925.25,1,S1
14.25,0.83485,0.75559,0.16876,1,-60.0,4.8581,924.25,1,S1
15.25,0.83485,0.75559,0.16876,4,-57.0,0.98328,924.75,1,S1
15.75,0.83485,0.75559,0.16876,1,-59.5,3.9531,925.25,1,S1
17.5,0.70587,0.79004,0.12315,4,-58.0,1.9144,923.75,1,S1
18.25,0.70587,0.79004,0.12315,1,-58.0,3.9684,925.25,1,S1
19.25,0.79967,0.77856,0.13456,1,-61.0,5.1128,924.25,1,S1
20.0,0.79967,0.77856,0.13456,4,-57.0,2.1322,923.75,1,S1
20.25,0.79967,0.77856,0.13456,1,-59.5,4.5866,924.75,1,S1
20.75,0.79967,0.77856,0.13456,4,-59.5,1.7411,920.75,1,S1
21.5,0.64724,0.81301,0.020525,4,-56.5,6.2556,925.75,1,S1
21.75,0.64724,0.81301,0.020525,1,-61.0,6.096,923.25,1,S1
22.5,0.64724,0.81301,0.020525,4,-56.0,2.4989,923.75,1,S1
22.575,0.64724,0.81301,0.020525,4,-56.5,1.6168,924.75,1,S1
23.0,0.64724,0.81301,0.020525,4,-56.0,1.3468,925.25,1,S1
23.25,0.64724,0.81301,0.020525,1,-62.5,2.2657,920.75,1,S1
24.25,0.63552,0.83597,0.077541,4,-56.5,1.9589,924.25,1,S1
24.75,0.63552,0.83597,0.077541,4,-57.0,6.047,923.75,1,S1
25.0,0.63552,0.83597,0.077541,4,-56.5,5.3444,924.75,1,S1
25.25,0.63552,0.83597,0.077541,4,-57.5,4.6065,922.75,1,S1
25.5,0.63552,0.83597,0.077541,1,-58.5,4.852,925.25,1,S1
27.75,0.77622,0.75559,0.11175,1,-63.5,6.1911,922.75,1,S1
28.75,0.77622,0.75559,0.11175,4,-57.0,0.28072,925.75,1,S1
29.0,0.77622,0.75559,0.11175,4,-57.5,6.0086,923.25,1,S1
30.25,0.8114,0.75559,0.14596,1,-63.0,6.2433,922.75,1,S1
31.75,0.8583,0.74411,0.11175,4,-58.0,5.8782,923.25,1,S1
32.25,0.8583,0.74411,0.11175,4,-56.5,1.3284,924.75,1,S1
33.0,0.8583,0.74411,0.11175,1,-62.5,3.8058,925.25,1,S1
34.5,1.0107,0.67521,0.20297,1,-64.5,5.1511,923.75,1,S1
35.25,1.0107,0.67521,0.20297,4,-57.0,0.68876,925.25,1,S1
36.0,1.0107,0.67521,0.20297,4,-57.0,0.20862,925.75,1,S1
36.25,1.0107,0.67521,0.20297,1,-61.5,4.898,924.25,1,S1
37.75,0.74105,0.81301,0.088944,1,-62.5,4.1586,925.25,1,S1
38.75,0.74105,0.81301,0.088944,1,-63.5,4.9793,924.25,1,S1
39.75,0.74105,0.81301,0.088944,4,-60.0,5.0361,921.25,1,S1
41.0,0.74105,0.81301,0.088944,4,-57.0,0.49548,925.75,1,S1
42.5,0.7645,0.75559,0.14596,1,-65.5,6.1896,922.75,1,S1
43.5,0.7645,0.75559,0.14596,1,-61.5,0.59672,925.75,1,S1
44.75,0.7645,0.75559,0.14596,4,-58.5,3.5466,922.75,1,S1
46.25,0.7176,0.79004,0.066138,1,-65.5,5.6006,923.25,1,S1
46.75,0.7176,0.79004,0.066138,4,-56.0,1.6153,924.75,1,S1
47.5,0.7176,0.79004,0.066138,4,-57.0,1.0815,925.25,1,S1
48.25,0.7176,0.79004,0.066138,4,-57.0,0.72557,925.75,1,S1
49.25,0.68242,0.81301,0.077541,1,-62.5,4.7277,924.75,1,S1
50.5,0.68242,0.81301,0.077541,1,-66.5,0.42645,922.25,1,S1
52.5,0.88175,0.70966,0.16876,4,-57.0,1.172,925.25,1,S1
53.0,0.88175,0.70966,0.16876,1,-67.0,0.52155,922.25,1,S1
54.5,0.8114,0.74411,0.15736,4,-58.5,3.8825,922.75,1,S1
55.5,0.8114,0.74411,0.15736,1,-61.0,3.9408,925.75,1,S1
56.5,0.8114,0.74411,0.15736,4,-57.5,2.7059,923.75,1,S1
58.0,0.7176,0.80152,0.088944,4,-57.5,0.69336,925.75,1,S1
58.25,0.7176,0.80152,0.088944,1,-65.0,6.0454,923.25,1,S1
60.5,0.7645,0.77856,0.15736,1,-63.0,5.3352,924.25,1,S1
61.5,0.7645,0.77856,0.15736,4,-56.5,1.6045,924.75,1,S1
62.0,0.7645,0.77856,0.15736,1,-61.5,4.3718,925.25,1,S1
63.75,0.67069,0.79004,0.10035,4,-57.5,1.9558,924.75,1,S1
64.5,0.67069,0.79004,0.10035,4,-58.5,0.96794,922.75,1,S1
65.25,0.67069,0.79004,0.10035,4,-57.0,0.98175,925.75,1,S1
65.525,0.67069,0.79004,0.10035,4,-57.0,2.5372,924.25,1,S1
66.25,0.67069,0.79004,0.10035,1,-64.5,4.8781,924.75,1,S1
67.75,0.7176,0.76708,0.12315,1,-63.0,0.64274,925.75,1,S1
68.75,0.7176,0.76708,0.12315,4,-56.5,1.7932,924.75,1,S1
69.25,0.7176,0.76708,0.12315,1,-63.0,0.9434,925.25,1,S1
70.25,0.7176,0.76708,0.12315,4,-57.0,0.54303,925.75,1,S1
71.25,0.64724,0.82449,0.054735,4,-57.0,1.6199,924.75,1,S1
72.0,0.64724,0.82449,0.054735,1,-68.5,4.7308,920.75,1,S1
73.0,0.72932,0.79004,0.11175,4,-57.5,0.084369,923.25,1,S1
73.5,0.72932,0.79004,0.11175,1,-63.5,5.5392,923.75,1,S1
74.75,0.63552,0.81301,0.066138,4,-58.5,4.5283,921.75,4,S1
75.0,0.63552,0.81301,0.066138,1,-60.0,3.8564,925.75,4,S1
77.0,0.37756,0.92784,0.020525,4,-57.5,6.1543,921.75,4,S1
77.5,0.37756,0.92784,0.020525,4,-52.5,5.5407,925.75,4,S1
78.0,0.7176,0.74411,0.11175,4,-55.0,1.7196,923.25,4,S1
78.5,0.7176,0.74411,0.11175,1,-56.0,0.80381,924.75,4,S1
78.75,0.7176,0.74411,0.11175,4,-67.0,4.9348,921.25,4,S1
80.0,0.7645,0.97377,0.18017,2,-65.5,5.9733,925.75,4,S1
81.75,0.36583,0.89339,0.077541,2,-57.0,1.8623,921.75,4,S1
82.75,0.42446,0.92784,0.054735,2,-56.5,3.9761,923.25,4,S1
84.0,1.0107,0.64076,0.18017,1,-67.0,5.2508,925.25,2,S1
85.5,0.75277,0.76708,0.11175,2,-55.5,5.2477,923.75,2,S1
85.75,0.75277,0.76708,0.11175,2,-55.5,5.2631,923.75,2,S1
85.825,0.75277,0.76708,0.11175,2,-55.5,4.7845,924.75,2,S1
87.25,0.74105,0.79004,0.10035,2,-56.0,4.7339,925.75,2,S1
87.5,0.74105,0.79004,0.10035,2,-57.0,5.9856,923.25,2,S1
88.25,0.74105,0.79004,0.10035,2,-56.5,5.2493,924.75,2,S1
88.75,0.74105,0.79004,0.10035,2,-56.0,4.9839,925.25,2,S1
89.5,0.74105,0.79004,0.10035,2,-58.0,5.6635,922.25,2,S1
91.0,0.97555,0.64076,0.23718,2,-58.0,5.5499,922.75,2,S1
92.0,0.97555,0.64076,0.23718,2,-58.5,5.7662,922.25,2,S1
93.0,0.97555,0.64076,0.23718,2,-57.5,5.1082,923.75,2,S1
94.5,0.97555,0.64076,0.23718,2,-56.0,1.353,925.75,2,S1
96.0,0.99901,0.66373,0.20297,2,-54.5,4.4531,925.25,2,S1
98.5,0.61207,0.87042,-0.0022806,2,-57.0,4.4808,925.25,2,S1
100.25,0.61207,0.87042,-0.0022806,2,-58.0,5.1572,923.75,2,S1
101.25,0.61207,0.87042,-0.0022806,2,-60.5,6.1144,920.75,2,S1
102.0,0.61207,0.87042,-0.0022806,2,-57.0,4.8397,924.25,2,S1
112.0,0.87003,0.70966,0.18017,2,-58.5,5.1849,923.25,2,S1
116.5,0.87003,0.70966,0.18017,2,-57.5,1.7242,925.75,2,S1
118.25,0.87003,0.70966,0.18017,2,-61.0,5.5162,920.75,2,S1
120.25,0.87003,0.70966,0.18017,2,-58.5,5.2048,922.75,2,S1
125.5,0.70587,0.75559,0.12315,2,-57.0,4.6526,925.25,2,S1
127.25,0.70587,0.75559,0.12315,2,-57.5,5.0146,924.75,2,S1
131.25,0.70587,0.75559,0.12315,2,-58.5,5.0038,924.25,2,S1
134.75,0.70587,0.75559,0.12315,2,-60.0,5.9227,921.25,2,S1
136.25,0.70587,0.75559,0.12315,2,-58.0,4.8152,924.25,2,S1
140.75,0.48309,0.93932,0.11175,2,-46.0,0.50315,925.75,2,S1
141.0,0.45964,0.97377,-0.059296,2,-46.0,5.7984,924.25,2,S1
141.08,0.20168,0.80152,-0.33297,2,-47.5,0.41111,924.25,2,S1
144.0,0.72932,0.93932,-0.047893,4,-57.0,5.0529,923.75,4,S1
144.5,0.72932,0.93932,-0.047893,4,-59.0,0.73478,922.75,1,S1
145.0,0.72932,0.93932,-0.047893,4,-58.5,2.62,920.75,1,S1
145.5,0.72932,0.93932,-0.047893,4,-57.0,4.9164,925.75,1,S1
146.75,0.47136,0.089569,0.93277,3,-63.5,5.9902,924.75,3,S1
148.0,0.47136,0.089569,0.93277,4,-59.0,4.1586,925.75,3,S1
148.5,0.47136,0.089569,0.93277,4,-59.5,0.21016,923.25,3,S1
149.25,0.47136,0.089569,0.93277,4,-58.5,5.013,924.75,3,S1
149.75,0.47136,0.089569,0.93277,4,-58.5,4.5283,925.25,3,S1
151.5,0.43619,-0.27789,0.95557,3,-61.0,2.6078,924.75,3,S1
152.25,0.43619,-0.27789,0.95557,3,-63.5,4.7768,920.75,3,S1
153.0,0.43619,-0.27789,0.95557,4,-59.0,4.0298,925.75,3,S1
154.0,0.43619,-0.27789,0.95557,4,-58.5,4.9977,924.75,3,S1
155.5,0.40101,-0.27789,0.94417,3,-61.5,6.0454,924.25,3,S1
156.0,0.40101,-0.27789,0.94417,3,-63.5,4.921,920.25,3,S1
157.75,0.52999,-0.32383,1.0012,4,-59.0,3.9715,925.75,3,S1
158.25,0.52999,-0.32383,1.0012,3,-63.0,4.9563,920.25,3,S1
159.5,0.52999,-0.32383,1.0012,4,-59.0,4.3887,925.25,3,S1
161.0,0.38928,-0.24344,0.92136,4,-59.0,5.8506,923.75,3,S1
162.0,0.38928,-0.24344,0.92136,4,-59.0,4.3964,925.25,3,S1
162.75,0.38928,-0.24344,0.92136,4,-59.0,3.8549,925.75,3,S1
163.0,0.38928,-0.24344,0.92136,4,-58.5,5.2754,924.25,3,S1
163.75,0.38928,-0.24344,0.92136,4,-58.0,4.8244,924.75,3,S1
165.0,0.40101,-0.26641,0.92136,3,-62.0,3.9255,922.25,3,S1
166.0,0.40101,-0.26641,0.92136,3,-61.5,6.1988,923.75,3,S1
167.25,0.40101,-0.26641,0.92136,4,-59.5,0.91272,922.25,3,S1
168.5,0.40101,-0.25493,0.90996,3,-61.5,6.1727,923.75,3,S1
169.0,0.40101,-0.25493,0.90996,3,-62.0,0.43258,922.75,3,S1
170.0,0.40101,-0.25493,0.90996,4,-59.5,3.7613,925.75,3,S1
171.0,0.40101,-0.25493,0.90996,4,-59.0,4.7293,924.75,3,S1
171.75,0.40101,-0.25493,0.90996,4,-59.0,4.2767,925.25,3,S1
173.5,0.45964,-0.28938,0.95557,4,-59.0,4.7001,924.75,3,S1
174.0,0.45964,-0.28938,0.95557,4,-59.0,4.2184,925.25,3,S1
175.75,0.45964,-0.30086,0.94417,3,-61.5,6.1267,923.75,3,S1
176.75,0.45964,-0.30086,0.94417,4,-61.0,2.1798,920.75,3,S1
179.0,0.68242,-0.38124,1.024,4,-59.5,4.0896,925.25,3,S1
179.75,0.68242,-0.38124,1.024,4,-60.0,3.5941,925.75,3,S1
181.25,0.43619,-0.28938,0.90996,3,-61.0,0.46326,922.75,3,S1
182.25,0.43619,-0.28938,0.90996,4,-60.0,0.4694,925.75,3,S1
183.25,0.43619,-0.28938,0.90996,4,-59.5,4.6771,924.75,3,S1
184.5,0.42446,-0.27789,0.92136,3,-61.5,0.73938,922.25,3,S1
185.25,0.42446,-0.27789,0.92136,4,-59.5,6.0147,923.25,3,S1
185.75,0.42446,-0.27789,0.92136,3,-60.5,2.4544,924.75,3,S1
186.25,0.42446,-0.27789,0.92136,4,-59.5,4.1678,925.25,3,S1
187.0,0.42446,-0.27789,0.92136,4,-60.5,0.46786,925.75,3,S1
188.75,0.70587,-0.39272,1.0468,3,-60.0,5.326,925.25,3,S1
189.75,0.70587,-0.39272,1.0468,3,-61.0,2.7136,924.25,3,S1
191.75,0.44791,-0.27789,0.92136,4,-60.0,1.2241,921.75,3,S1
192.25,0.44791,-0.27789,0.92136,4,-59.0,4.9824,924.25,3,S1
194.25,0.43619,-0.28938,0.92136,4,-60.5,0.82375,922.25,3,S1
194.75,0.43619,-0.28938,0.92136,3,-61.0,0.21016,923.25,3,S1
195.25,0.43619,-0.28938,0.92136,4,-58.5,4.4854,924.75,3,S1
196.0,0.43619,-0.28938,0.92136,3,-61.0,3.6816,922.75,3,S1
196.5,0.43619,-0.28938,0.92136,4,-60.0,0.72557,922.25,3,S1
197.25,0.43619,-0.28938,0.92136,4,-59.0,6.0592,923.25,3,S1
198.75,0.62379,-0.40421,1.024,3,-62.0,0.95107,921.75,3,S1
199.5,0.62379,-0.40421,1.024,4,-59.5,5.0146,924.25,3,S1
201.5,0.49481,-0.31234,0.94417,4,-59.5,1.2395,921.75,3,S1
202.0,0.49481,-0.31234,0.94417,4,-59.5,5.0591,924.25,3,S1
202.75,0.49481,-0.31234,0.94417,4,-59.5,4.5789,924.75,3,S1
203.25,0.49481,-0.31234,0.94417,4,-59.5,1.2471,925.25,3,S1
205.0,0.49481,-0.31234,0.94417,4,-59.5,4.7109,924.75,3,S1
205.75,0.49481,-0.31234,0.94417,3,-60.5,2.0632,925.25,3,S1
210.75,0.37756,0.83597,-0.31016,4,-52.5,0.22856,925.25,4,S1
0.0,0.68242,0.77856,0.088944,4,-57.5,5.2186,922.25,1,S1
0.25,0.68242,0.77856,0.088944,4,-57.0,0.001534,924.25,1,S1
1.0,0.68242,0.77856,0.088944,4,-57.0,0.18715,923.75,1,S1
1.25,0.68242,0.77856,0.088944,4,-56.5,1.9788,924.75,1,S1
2.5,0.75277,0.70966,0.088944,4,-58.0,4.4317,922.25,1,S1
2.75,0.75277,0.70966,0.088944,4,-56.5,5.5791,924.25,1,S1
3.0,0.75277,0.70966,0.088944,4,-57.0,3.5282,923.25,1,S1
3.5,0.75277,0.70966,0.088944,4,-54.0,6.1144,923.75,1,S1
4.25,0.84658,0.68669,0.14596,2,-68.5,0.87284,925.25,1,S1
5.25,0.70587,0.75559,0.14596,4,-57.0,6.0408,924.25,1,S1
6.0,0.70587,0.75559,0.14596,4,-56.0,5.5776,924.75,1,S1
6.05,0.70587,0.75559,0.14596,4,-56.0,2.3961,924.75,1,S1
7.25,0.7176,0.75559,0.12315,4,-57.5,5.0376,922.25,1,S1
8.475,0.75277,0.73263,0.12315,4,-56.5,5.5438,924.75,1,S1
9.0,0.75277,0.73263,0.12315,4,-57.0,4.5145,922.75,1,S1
10.25,0.89348,0.70966,0.22578,4,-57.5,0.91579,923.25,1,S1
10.75,0.67069,0.79004,0.066138,4,-56.5,5.5622,924.75,1,S1
11.25,0.67069,0.79004,0.066138,4,-57.5,1.3407,922.75,1,S1
12.0,0.72932,0.74411,0.11175,4,-57.5,4.9241,922.25,1,S1
13.0,0.72932,0.74411,0.11175,3,-64.0,5.7632,923.75,1,S1
13.75,0.72932,0.74411,0.11175,4,-57.0,4.5958,922.75,1,S1
14.0,0.72932,0.74411,0.11175,4,-56.5,5.0974,925.25,1,S1
14.75,0.8583,0.67521,0.18017,1,-67.0,1.4972,925.75,1,S1
16.25,0.77622,0.75559,0.12315,1,-67.5,2.0862,925.25,1,S1
17.5,0.92865,0.67521,0.20297,4,-57.0,0.81915,923.25,1,S1
17.975,0.92865,0.67521,0.20297,3,-62.5,5.645,923.75,1,S1
19.5,0.7176,0.75559,0.12315,4,-56.5,1.3837,925.75,1,S1
20.0,0.7176,0.75559,0.12315,4,-56.5,0.80381,923.25,1,S1
20.25,0.7176,0.75559,0.12315,4,-56.5,0.33901,923.75,1,S1
21.25,0.7176,0.76708,0.14596,4,-56.5,5.2585,925.25,1,S1
21.75,0.7176,0.76708,0.14596,3,-63.5,0.45866,921.75,1,S1
22.0,0.7176,0.76708,0.14596,4,-56.5,1.6091,925.75,1,S1
